CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2019-12-17,01:40:00,2019-12-17 01:40:00,QUEENS,11420,40.67751,-73.81085,"(40.67751, -73.81085)",116 AVENUE,128 STREET,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,SEDAN,SEDAN,4266409,11258213,193981B0-7359-4667-8F34-D35460ABA992,OCCUPANT,UNSPECIFIED,19662119.0,46.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2020-01-09,19:02:00,2020-01-09 19:02:00,BRONX,10467,40.856323,-73.87244,"(40.856323, -73.87244)",BRONX RIVER PARKWAY,PELHAM PARKWAY,1.0,0.0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,SEDAN,SEDAN,4271023,10999003,50B3C37D-9264-48E3-90C7-9C46C7B9D4A3,OCCUPANT,UNSPECIFIED,19527452.0,23.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2020,MOTORIST
2019-12-20,14:37:00,2019-12-20 14:37:00,BROOKLYN,11229,40.608807,-73.9532,"(40.608807, -73.9532)",OCEAN AVENUE,QUENTIN ROAD,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4263236,11229692,828E4559-2B79-4075-A0B5-A314A258ABB1,OCCUPANT,UNSPECIFIED,19647603.0,,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-12-19,21:45:00,2019-12-19 21:45:00,STATEN ISLAND,10304,40.59217,-74.09269,"(40.59217, -74.09269)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,FOLLOWING TOO CLOSELY,SEDAN,SEDAN,4262179,11209520,E84C05B2-32ED-4CD2-9686-236606287583,OCCUPANT,UNSPECIFIED,19637509.0,30.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-12-18,13:45:00,2019-12-18 13:45:00,BROOKLYN,11215,40.674465,-73.97547,"(40.674465, -73.97547)",UNION STREET,7 AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,VAN,STATION WAGON/SPORT UTILITY VEHICLE,4260784,11186403,C3CDCC16-3849-4D66-A3DC-586908586E81,OCCUPANT,UNSPECIFIED,19625822.0,,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-12-23,20:44:00,2019-12-23 20:44:00,BROOKLYN,11215,40.667503,-73.987686,"(40.667503, -73.987686)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4264470,11186902,1A37A1B8-6D47-47DB-B88C-8C118C3A35FA,OCCUPANT,UNSPECIFIED,19626077.0,29.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-12-14,19:30:00,2019-12-14 19:30:00,BROOKLYN,11213,40.671364,-73.94546,"(40.671364, -73.94546)",,,0.0,0.0,0,0,0,0,0,0,UNSAFE SPEED,TURNING IMPROPERLY,SEDAN,SEDAN,4258154,11192625,3078F53C-09F8-40B0-B11E-5301586B28A3,OCCUPANT,UNSPECIFIED,19629007.0,41.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-12-20,09:30:00,2019-12-20 09:30:00,NONE,,40.825504,-73.886086,"(40.825504, -73.886086)",SHERIDAN EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,TRACTOR TRUCK DIESEL,4263303,11185935,A8C86143-3EA7-4BF0-8C6B-99730ACCA98B,OCCUPANT,UNSPECIFIED,19625569.0,,,,,,,,REGISTRANT,,2019,MOTORIST
2019-12-31,21:30:00,2019-12-31 21:30:00,QUEENS,11434,40.66743,-73.76676,"(40.66743, -73.76676)",FARMERS BOULEVARD,NORTH CONDUIT AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4267452,11262247,A31C7DD7-FC7F-4CCF-A736-288A42852CF9,OCCUPANT,UNSPECIFIED,19664163.0,0.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2020-01-13,17:15:00,2020-01-13 17:15:00,NONE,,40.74233,-73.83764,"(40.74233, -73.83764)",VAN WYCK EXPWY,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,BOX TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4273283,11023530,D0A203D3-8B3D-48C5-9928-62DFD4720FA5,OCCUPANT,UNSPECIFIED,19539878.0,,,,,,,,REGISTRANT,U,2020,MOTORIST
2020-01-01,11:55:00,2020-01-01 11:55:00,NONE,,40.590332,-73.9084,"(40.590332, -73.9084)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4267947,10981872,EAC5D61D-4318-49B8-ACFF-AB1DAC9EE712,OCCUPANT,UNSPECIFIED,19518722.0,,,,,,,,REGISTRANT,U,2020,MOTORIST
2020-01-13,17:52:00,2020-01-13 17:52:00,QUEENS,11357,40.77992,-73.82419,"(40.77992, -73.82419)",21 ROAD,144 STREET,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,PICK-UP TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4272871,11035061,DBB29DFE-5ED7-4BBF-82FE-E2FEA941872D,OCCUPANT,UNSPECIFIED,19545860.0,25.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2020,MOTORIST
2020-01-10,21:00:00,2020-01-10 21:00:00,QUEENS,11420,40.67285,-73.81242,"(40.67285, -73.81242)",SUTTER AVENUE,126 STREET,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4272491,11006814,36B93526-CCFB-47C7-89EB-4257D6988F00,OCCUPANT,UNSPECIFIED,19531407.0,21.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2020,MOTORIST
2019-12-18,08:00:00,2019-12-18 08:00:00,BROOKLYN,11232,40.653755,-74.00501,"(40.653755, -74.00501)",4 AVENUE,37 STREET,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,PASSING OR LANE USAGE IMPROPER,BUS,GARBAGE OR REFUSE,4261046,11226263,86582E26-A36C-46ED-8047-10C8A219D4DE,OCCUPANT,UNSPECIFIED,19645820.0,64.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-12-21,18:20:00,2019-12-21 18:20:00,NONE,,40.664795,-73.93985,"(40.664795, -73.93985)",ALBANY AVENUE,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4263144,11196503,4C4E2E91-D0A2-4EE1-8120-C64AF0C807FA,OCCUPANT,UNSPECIFIED,19631002.0,19.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",UNKNOWN,DOES NOT APPLY,PASSENGER,F,2019,MOTORIST
2019-12-14,00:30:00,2019-12-14 00:30:00,QUEENS,11372,40.75507,-73.89002,"(40.75507, -73.89002)",NORTHERN BOULEVARD,77 STREET,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,,4257982,11235775,9ECECF03-8AB7-420B-A561-07CCB79BD118,OCCUPANT,UNSPECIFIED,19650632.0,32.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-12-21,07:15:00,2019-12-21 07:15:00,NONE,,40.724552,-73.72452,"(40.724552, -73.72452)",CROSS ISLAND PARKWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,STATION WAGON/SPORT UTILITY VEHICLE,,4262340,11274814,FAD9AA92-ED8C-4E6A-B2D2-812DCED764F4,OCCUPANT,UNSPECIFIED,19670608.0,55.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2020-01-02,10:22:00,2020-01-02 10:22:00,MANHATTAN,10033,40.84382,-73.93477,"(40.84382, -73.93477)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,BUS,4268265,10413158,BBCFA653-8176-457D-AB3C-E296FF57C4F7,OCCUPANT,UNSPECIFIED,19222952.0,35.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2020,MOTORIST
2020-01-15,07:25:00,2020-01-15 07:25:00,QUEENS,11377,40.753643,-73.90767,"(40.753643, -73.90767)",BROADWAY,53 PLACE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4273398,11026533,3FB92432-9C68-4A3A-AEFB-0A2F1E623F12,OCCUPANT,UNSPECIFIED,19541428.0,30.0,,,,,,,REGISTRANT,M,2020,MOTORIST
2019-12-19,11:15:00,2019-12-19 11:15:00,QUEENS,11418,40.700764,-73.832344,"(40.700764, -73.832344)",HILLSIDE AVENUE,BABBAGE STREET,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4261562,11248595,E5D77F2D-22D7-46BE-ABBB-1E631EC70887,OCCUPANT,UNSPECIFIED,19657192.0,35.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2020-01-12,12:40:00,2020-01-12 12:40:00,QUEENS,11357,40.777416,-73.81752,"(40.777416, -73.81752)",149 STREET,24 AVENUE,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4272273,11030069,17E0AB49-DE7E-4192-9CBF-1B0DC8CA629A,OCCUPANT,UNSPECIFIED,19543258.0,72.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2020,MOTORIST
2019-12-15,22:45:00,2019-12-15 22:45:00,BROOKLYN,11223,40.6098,-73.964005,"(40.6098, -73.964005)",,,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4260022,11228222,AA023298-106C-4485-B12D-89770B0B7A41,OCCUPANT,UNSPECIFIED,19646860.0,59.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-12-18,22:00:00,2019-12-18 22:00:00,BROOKLYN,11207,40.667835,-73.89484,"(40.667835, -73.89484)",PENNSYLVANIA AVENUE,BLAKE AVENUE,3.0,0.0,0,0,0,0,3,0,UNSPECIFIED,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4260911,11268342,A2A8FF9C-AFB7-4482-8A77-ED4D9AF7AC67,OCCUPANT,UNSPECIFIED,19667326.0,32.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"MIDDLE FRONT SEAT, OR PASSENGER LYING ACROSS A SEAT",LAP BELT,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2019-12-29,19:20:00,2019-12-29 19:20:00,NONE,,40.78722,-73.952065,"(40.78722, -73.952065)",EAST 97 STREET,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSAFE LANE CHANGING,SEDAN,SEDAN,4266541,11175737,0B6353EB-6F48-431F-8291-B3BF9E3EC9DB,OCCUPANT,UNSPECIFIED,19620170.0,28.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-12-27,23:00:00,2019-12-27 23:00:00,QUEENS,11694,40.580967,-73.83312,"(40.580967, -73.83312)",,,1.0,0.0,0,0,0,0,1,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4268194,11148799,A5B4D8D7-D867-4D12-B5B0-FEBD2DFC1904,OCCUPANT,UNSPECIFIED,19605524.0,17.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,LAP BELT,DOES NOT APPLY,PASSENGER,F,2019,MOTORIST
2019-12-20,22:15:00,2019-12-20 22:15:00,BRONX,10452,40.843204,-73.91196,"(40.843204, -73.91196)",EAST MOUNT EDEN AVENUE,GRAND CONCOURSE,2.0,0.0,0,0,0,0,2,0,FAILURE TO YIELD RIGHT-OF-WAY,FAILURE TO YIELD RIGHT-OF-WAY,STATION WAGON/SPORT UTILITY VEHICLE,TAXI,4262462,11237401,3FC31985-936E-47BB-94AC-A75834769E52,OCCUPANT,UNSPECIFIED,19651468.0,47.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-12-26,19:30:00,2019-12-26 19:30:00,BRONX,10468,40.87002,-73.903145,"(40.87002, -73.903145)",,,0.0,0.0,0,0,0,0,0,0,PASSING OR LANE USAGE IMPROPER,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4265493,11197846,D9526020-380B-475B-A6B4-F01CCA98D2B5,OCCUPANT,UNSPECIFIED,19631701.0,52.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,OTHER,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-12-16,09:20:00,2019-12-16 09:20:00,QUEENS,11420,40.681515,-73.80765,"(40.681515, -73.80765)",,,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4259024,11258165,968D59F5-8BA8-4B37-B107-9253E5F6CBC2,OCCUPANT,UNSPECIFIED,19662090.0,33.0,,,,,,,REGISTRANT,M,2019,MOTORIST
2019-12-16,20:19:00,2019-12-16 20:19:00,BRONX,10475,40.884182,-73.833626,"(40.884182, -73.833626)",BIVONA STREET,BOSTON ROAD,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4259764,11251077,DB15EAB6-5D69-4368-AB62-0DCCFF614707,OCCUPANT,UNSPECIFIED,19658447.0,28.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,UNKNOWN,DOES NOT APPLY,PASSENGER,F,2019,MOTORIST
2019-12-16,16:48:00,2019-12-16 16:48:00,BRONX,10466,40.886845,-73.84701,"(40.886845, -73.84701)",,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4259753,11250950,E727F632-82FE-40A4-BCE8-278897940C20,OCCUPANT,UNSPECIFIED,19658383.0,42.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2019-12-30,12:30:00,2019-12-30 12:30:00,NONE,,40.76242,-73.82752,"(40.76242, -73.82752)",UNION STREET,,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4266819,11274475,C94EDE9F-26C0-49A9-9E41-6C688214CEBC,OCCUPANT,UNSPECIFIED,19670434.0,23.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-12-30,14:30:00,2019-12-30 14:30:00,QUEENS,11365,40.73796,-73.79301,"(40.73796, -73.79301)",64 AVENUE,UTOPIA PARKWAY,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4268316,11263395,E6918F66-0FE0-4386-A865-D81CF56CF57C,OCCUPANT,UNSPECIFIED,19664765.0,69.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-12-27,09:35:00,2019-12-27 09:35:00,NONE,,40.651863,-73.86536,"(40.651863, -73.86536)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4265245,11269014,CD1B68A0-6D7E-4FD3-BA7F-6693A5345626,OCCUPANT,UNSPECIFIED,19667695.0,41.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2020-01-13,22:00:00,2020-01-13 22:00:00,NONE,,40.708004,-73.84458,"(40.708004, -73.84458)",JACKIE ROBINSON PKWY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,SEDAN,SEDAN,4272875,11019031,C6FB6506-95C1-4F86-A853-863D48182948,OCCUPANT,UNSPECIFIED,19537568.0,20.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2020,MOTORIST
2020-01-14,10:50:00,2020-01-14 10:50:00,QUEENS,11691,40.603336,-73.751175,"(40.603336, -73.751175)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,PICK-UP TRUCK,4273147,10993916,F48A4852-321D-4E22-9D3A-ADC5F959528F,OCCUPANT,UNSPECIFIED,19524853.0,,,,,,,,REGISTRANT,M,2020,MOTORIST
2020-01-02,07:45:00,2020-01-02 07:45:00,QUEENS,11354,40.763985,-73.8111,"(40.763985, -73.8111)",ROOSEVELT AVENUE,154 STREET,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,PASSING TOO CLOSELY,SEDAN,SEDAN,4267864,10985091,181D4256-7F15-4A56-9D0B-FE07466D33F8,OCCUPANT,UNSPECIFIED,19520378.0,49.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2020,MOTORIST
2019-12-19,18:16:00,2019-12-19 18:16:00,BROOKLYN,11204,40.630745,-73.97717,"(40.630745, -73.97717)",MC DONALD AVENUE,18 AVENUE,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4265061,11222318,282CA892-1C35-49B9-812A-26AF650FD976,OCCUPANT,UNSPECIFIED,19643868.0,,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-12-26,12:10:00,2019-12-26 12:10:00,MANHATTAN,10128,40.785507,-73.950066,"(40.785507, -73.950066)",,,0.0,0.0,0,0,0,0,0,0,TURNING IMPROPERLY,UNSPECIFIED,SEDAN,TAXI,4266419,11175418,FBF2A7F4-19FE-420B-9481-655B99762605,OCCUPANT,UNSPECIFIED,19620008.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2020-01-07,17:45:00,2020-01-07 17:45:00,NONE,,40.73447,-73.86316,"(40.73447, -73.86316)",LONG ISLAND EXPRESSWAY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,TAXI,4270435,11002853,881ABCB2-6D1D-48FE-A891-3A01E5BA173B,OCCUPANT,UNSPECIFIED,19529360.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2020,MOTORIST
2019-12-19,13:52:00,2019-12-19 13:52:00,NONE,,40.8317,-73.935394,"(40.8317, -73.935394)",8 AVENUE,,0.0,0.0,0,0,0,0,0,0,CELL PHONE (HAND-HELD),UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4267935,11176120,15559E8E-1124-4C87-AB1A-D5691AA1BBE9,OCCUPANT,UNSPECIFIED,19620377.0,29.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,F,2019,MOTORIST
2019-12-17,14:30:00,2019-12-17 14:30:00,NONE,,40.680374,-73.80445,"(40.680374, -73.80445)",VAN WYCK EXPWY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,TAXI,4260230,11259614,A72D9335-7D6A-4824-819D-1D24705DA21A,OCCUPANT,UNSPECIFIED,19662807.0,25.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2019,MOTORIST
2019-12-20,18:55:00,2019-12-20 18:55:00,QUEENS,11434,40.65782,-73.77039,"(40.65782, -73.77039)",,,2.0,0.0,0,0,0,0,2,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4261911,11274762,21537A24-6F66-4846-9D6E-9CFDD10473C9,OCCUPANT,INJURED,19670579.0,60.0,NOT EJECTED,CONSCIOUS,HEAD,DRIVER,LAP BELT & HARNESS,MINOR BLEEDING,DRIVER,M,2019,MOTORIST
2019-12-31,13:20:00,2019-12-31 13:20:00,BRONX,10467,40.878807,-73.86388,"(40.878807, -73.86388)",EAST 213 STREET,HOLLAND AVENUE,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,SEDAN,SEDAN,4267515,11254576,23F4E3DE-49F6-44F8-84BA-2F622859FD77,OCCUPANT,UNSPECIFIED,19660243.0,,,,,,,,REGISTRANT,U,2019,MOTORIST
2019-12-17,21:30:00,2019-12-17 21:30:00,QUEENS,11417,40.672146,-73.84318,"(40.672146, -73.84318)",CROSS BAY BOULEVARD,PITKIN AVENUE,0.0,0.0,0,0,0,0,0,0,ALCOHOL INVOLVEMENT,UNSPECIFIED,AMBULANCE,SEDAN,4260255,11258432,9828F8B2-573F-4A69-9087-4ADAF3EB58A4,OCCUPANT,UNSPECIFIED,19662232.0,27.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2019,MOTORIST
2020-01-10,17:35:00,2020-01-10 17:35:00,QUEENS,11357,40.776398,-73.81765,"(40.776398, -73.81765)",WILLETS POINT BOULEVARD,149 STREET,3.0,0.0,0,0,0,0,3,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,PICK-UP TRUCK,4271767,11026835,E103BFD1-2D3E-4BFB-A1D5-31A962BFC67C,OCCUPANT,UNSPECIFIED,19541580.0,47.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2020,MOTORIST
2019-12-29,00:55:00,2019-12-29 00:55:00,BROOKLYN,11208,40.682747,-73.87537,"(40.682747, -73.87537)",FULTON STREET,CHESTNUT STREET,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4265627,11269140,4AFC5B1C-6190-46B7-B2C1-6978CDDC2FA6,OCCUPANT,UNSPECIFIED,19667758.0,34.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT,DOES NOT APPLY,PASSENGER,F,2019,MOTORIST
2020-01-05,15:30:00,2020-01-05 15:30:00,BROOKLYN,11226,40.646885,-73.94916,"(40.646885, -73.94916)",NOSTRAND AVENUE,TILDEN AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,STATION WAGON/SPORT UTILITY VEHICLE,,4280227,11063085,227B1766-3AA2-44BD-A7BC-5798E5987F2C,PEDESTRIAN,UNSPECIFIED,,24.0,,DOES NOT APPLY,DOES NOT APPLY,,,DOES NOT APPLY,PEDESTRIAN,M,2020,PEDESTRIAN
2020-01-14,14:31:00,2020-01-14 14:31:00,NONE,,40.711227,-73.72826,"(40.711227, -73.72826)",CROSS ISLAND PARKWAY,HEMPSTEAD AVENUE,4.0,0.0,0,0,0,0,4,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4273181,11050002,5586E1D5-C272-4DB3-BFD1-2D785E0E2DF6,OCCUPANT,UNSPECIFIED,19553493.0,38.0,,,,,,,REGISTRANT,M,2020,MOTORIST
